regime,nest_mu,method,toll,n_seeds,mean_n,W_exp,W_exp_lo,W_exp_hi,W_perc,W_perc_lo,W_perc_hi,TCS_exp,TCS_perc,R,suppression_rate,suppression_lo,suppression_hi,mean_vot_suppressed,mean_vot_travelled,spo_sec
elastic,1.0,ema,0.0,30,2988.5333333333333,-1.845908045725661,-1.8616814169234785,-1.8301216074152682,-1.3253167419182383,-1.3407248738669904,-1.3078107484094097,-1.845908045725661,-1.3253167419182383,0.0,0.03565839435585153,0.03172687617603289,0.039511248851992406,19.373878057103287,19.06174544626563,37.28781686681084
elastic,1.0,ema,0.17,30,2982.2,-1.8459759604705688,-1.8580923464011374,-1.8339875127964675,-1.2980751297431508,-1.314466344301701,-1.2817887931057392,-1.935033928189666,-1.3871330974622476,0.07421497309924738,0.06698400692149745,0.06349355191769569,0.07098204170384789,13.4733117577161,19.500258257330664,35.77048740519643
elastic,1.0,ema,0.28,30,2989.1666666666665,-1.8113395859923505,-1.8260242372292557,-1.7976567636854308,-1.3222406015541417,-1.3382004061682138,-1.3074228181669791,-1.946767367412803,-1.4576683829745947,0.11285648451704403,0.0860685915127673,0.08140214245681357,0.0910947483781452,10.933008926844497,19.801138492459625,35.99226703185502
elastic,1.0,ema,0.5,30,3006.5333333333333,-1.7581086282945753,-1.773343930709059,-1.7426031026671254,-1.4287768838839698,-1.441585253387668,-1.4141326535834366,-1.9484444979006217,-1.6191127534900163,0.15861322467170555,0.15976948606659996,0.15475222981920314,0.16466871615979378,9.212024467667101,20.97610455131324,25.462070980868184
elastic,1.0,mixed|d0200e0600h0200,0.0,30,2995.5,-1.7633923646817233,-1.776018961021713,-1.7490526781525093,-1.6672483227785846,-1.6795188436824058,-1.652591241607799,-1.7633923646817233,-1.6672483227785846,0.0,0.02806710252127848,0.02625258891083355,0.03004109678157031,18.72156848611116,19.01441387203933,16.431646422047372
elastic,1.0,mixed|d0200e0600h0200,0.17,30,2992.1,-1.6912853350574997,-1.7042467489239748,-1.6791196649610338,-1.535025096755358,-1.5446003406093962,-1.5248436008002435,-1.787441739978347,-1.6311815016762055,0.08013033743403943,0.04560765597090339,0.04285313532810429,0.048359770093716045,11.609351770196218,19.41001814360035,15.12037355448872
elastic,1.0,mixed|d0200e0600h0200,0.28,30,2990.6,-1.6727922444152579,-1.6847747669272823,-1.6594894107788405,-1.5258594261717537,-1.5359492938271058,-1.5154944322908277,-1.804929004156373,-1.6579961859128693,0.11011396645092933,0.07526939944685922,0.07258704539290431,0.07778025855395589,10.292247217699021,19.703653555880788,13.753254761342781
elastic,1.0,mixed|d0200e0600h0200,0.5,30,2990.5666666666666,-1.7223762603653618,-1.7344229161727869,-1.7105514874912027,-1.5802242569870308,-1.5896825254395346,-1.5703637538793471,-1.884637696164344,-1.742485692786013,0.13521786316581857,0.16913391969318514,0.16423740411193846,0.17479812403306294,10.856769249763477,20.769996359599315,11.359240740386737
elastic,1.0,mixed|d0340e0330h0330,0.0,30,2990.233333333333,-1.76882318814458,-1.7793474311843958,-1.7583391995220354,-1.700776716229226,-1.7121240065286842,-1.6889369546482227,-1.76882318814458,-1.700776716229226,0.0,0.032416599613695564,0.030106947556143668,0.0348699733050748,19.063784407574737,19.141378487586753,13.5027224782819
elastic,1.0,mixed|d0340e0330h0330,0.17,30,2990.866666666667,-1.6662444094134607,-1.6773806777397342,-1.655701713428098,-1.5498370284172578,-1.5604694633395617,-1.5399233077985222,-1.7597090599895087,-1.6433016789933055,0.07788720881337312,0.05084361778684512,0.047709204280250134,0.053886655843379545,12.418337934279068,19.35861455818256,11.736851079601346
elastic,1.0,mixed|d0340e0330h0330,0.28,30,2990.9333333333334,-1.6853517342066382,-1.6961367693677905,-1.675044460198692,-1.5622635118440467,-1.5744098425804842,-1.551419884810174,-1.8075435499348533,-1.6844553275722616,0.1018265131068459,0.09338215382178652,0.08998273872582396,0.09683644303044073,10.83731956686523,19.897684413516696,11.076982973251658
