kind,method,toll,pct,value,ci_lo,ci_hi,n,mode
second_best_toll,mixed|d0000e0850h0150,0.5,-3.5814343583633126,0.06550533233768861,0.04994652422769044,0.08109475977950395,21,paired
selfishness_gap,mixed|d0000e0900h0100,0.0,114.4165731599248,1.144165731599248,1.130426401031748,1.1580353620833594,26,paired
selfishness_gap_vs_so,mixed|d0000e0900h0100,0.0,14.395794438385147,-0.2317844087157508,-0.2534971724097019,-0.208559782051059,26,paired
selfishness_gap,mixed|d0000e0900h0100,0.17,114.0917057381694,1.140917057381694,1.1257535999479789,1.1540293740371315,22,paired
selfishness_gap_vs_so,mixed|d0000e0900h0100,0.17,14.081137997019102,-0.2272399191651406,-0.25098270358568314,-0.20410741926690357,22,paired
selfishness_gap,mixed|d0000e0900h0100,0.28,111.97597751396127,1.1197597751396127,1.106839153724697,1.1335310007531123,20,paired
selfishness_gap_vs_so,mixed|d0000e0900h0100,0.28,11.9581480020373,-0.19287375763221,-0.21463023756786212,-0.17141721160460444,20,paired
selfishness_gap,mixed|d0000e0900h0100,0.5,108.92537882025405,1.0892537882025406,1.0758495949539337,1.103537357071702,23,paired
selfishness_gap_vs_so,mixed|d0000e0900h0100,0.5,8.943809212610159,-0.14389073096764035,-0.1670394143667912,-0.12242132160961162,23,paired
toll_gap,mixed|d0000e0900h0100,0.17,-0.4748302886077743,-0.0010796454831607345,-0.02571463529213185,0.020311586978762383,13,paired
toll_gap,mixed|d0000e0900h0100,0.28,-18.38095055971217,-0.041793690765136886,-0.08019467372073052,-0.009130459508155386,14,paired
toll_gap,mixed|d0000e0900h0100,0.5,-37.48815395586935,-0.08523869909217474,-0.12173251621514128,-0.048203064403715155,14,paired
toll_direct,mixed|d0000e0900h0100,0.17,0.11155470930557417,-0.002049772272797921,-0.024243540831088147,0.020018296664957816,22,paired
